小区名（链家）,district,小区均价,详情链接,小区名（百度）,具体地址,lng,lat,uid（百度）
北京城建琨廷南区,房山,22807,https://bj.lianjia.com/xiaoqu/1120054398300993/,北京城建琨廷-南区,北京市房山区于庄路1号(北京城建琨廷北区南侧),116.05820467904402,39.66969916129378,9d1fc5a3cc98ed1e7ec87614
北京城建琨廷漫缇,房山,22813,https://bj.lianjia.com/xiaoqu/1120024026139430/,北京城建琨廷漫缇,"北京市房山区北京城建琨廷漫缇,于瓦北路18号院",116.06175679343707,39.67251419666256,4b3d8ece9d41619ca8175a09
兴房东里社区,房山,22831,https://bj.lianjia.com/xiaoqu/1111055749107/,兴房东里社区-西门,北京市房山区兴房大街3号,115.98204876367738,39.693017911836755,f0510c329701424429fc488a
南关大街,房山,22848,https://bj.lianjia.com/xiaoqu/1111055747035/,南关大街-67号楼,北京市房山区南关大街67号,115.97781499665949,39.69169587801045,b3dfe43cfb4dd2843a13fd28
五和万科长阳天地,房山,22861,https://bj.lianjia.com/xiaoqu/1111063608089/,五和万科长阳天地,北京市房山区长阳镇城铁篱笆房站北侧500米,116.1822166054614,39.768381502708436,6d13368d9a06361921026242
当代采育满庭春MOMA,大兴,22871,https://bj.lianjia.com/xiaoqu/1112174528621710/,大兴区当代采育满庭春MOMA,北京市大兴区采育镇育胜街36号,116.61503035084327,39.657790198234245,729e098363246ac68505bffc
育新花园南里,大兴,22893,https://bj.lianjia.com/xiaoqu/1120020602480375/,育新花园南里,北京市大兴区育仁街1号院,116.63263936700503,39.65430302248357,1ad33b6eece40817a8175a35
梨园东里,房山,22893,https://bj.lianjia.com/xiaoqu/11000000005582/,梨园东里,北京市通州区玉桥中路与梨园南街交汇处西南侧,116.67690619686728,39.88320185636275,12bd45c87f0bff3679b55cd6
兴谷园,平谷,22897,https://bj.lianjia.com/xiaoqu/1120021308204113/,兴谷园小区,北京市平谷区平翔路13号,117.11851378634044,40.154421168231146,bd68bdf2514f2e55c0364417
育新花园北里,大兴,22925,https://bj.lianjia.com/xiaoqu/11000000000380/,采育镇育新花园北里,北京市大兴区育胜街附近,116.63027657454178,39.66149805366789,52f824ab974003838505bfdc
清鑫家园,密云,22950,https://bj.lianjia.com/xiaoqu/1116096627273986/,清鑫家园,北京市密云区檀西路119号,116.8591764376132,40.38258942044882,72aa251397c3f647067ce89a
政通路西里,房山,22985,https://bj.lianjia.com/xiaoqu/1111045995133/,政通路西里小区,北京市房山区良乡政通路13号,116.12884963570697,39.74572873312865,87248d96578290b32806cec6
密云滨河路小区,密云,23005,https://bj.lianjia.com/xiaoqu/1120030469195848/,密云滨河路小区,密关路密云滨河路小区,116.83286797965887,40.36994961670171,f73d0b88e86631bfd92f2825
石泉砖厂A7区,门头沟,23013,https://bj.lianjia.com/xiaoqu/1111053105048/,石泉砖厂A5区,龙门新区A5小区,116.06961841313046,39.94122193947489,c5abf157b4f8aa708d7727f5
瑞都国际写字楼,通州,23061,https://bj.lianjia.com/xiaoqu/1111027378993/,瑞都国际中心,北京市通州区怡乐北街(阳光新生活广场南侧约50米),116.65088249460742,39.88766026609478,1c91cfc7bdbb92df0bccdd6c
幸福东园3号院,怀柔,23093,https://bj.lianjia.com/xiaoqu/1120053997605072/,幸福东园-3号院,北京市怀柔区幸福东街1号,116.70444161086851,40.325050406955604,85edce4f49817d2ff32d83e3
燕化星城建德三里,房山,23105,https://bj.lianjia.com/xiaoqu/1111053820569/,燕化星城建德三里,北京市房山区阎村紫燕南路北,116.05306525085216,39.706483434931,9cbb92f105207ec7cb213d2e
游览路7号院,昌平,23137,https://bj.lianjia.com/xiaoqu/1117681736544736/,游览路7号院,北京市昌平区游览路7号院(6国道北),116.12250419328993,40.24786284938511,211993e1972bf17526d2bbf6
水色时光四区,顺义,23184,https://bj.lianjia.com/xiaoqu/1111046628123/,水色时光-四区,北京市顺义区北小营镇X007(北韩路),116.72489837306775,40.20715551382794,243dd34d79ef329617a1905e
育龙铭居,怀柔,23188,https://bj.lianjia.com/xiaoqu/1120030412572288/,育龙铭居,北京市怀柔区乐园大街16号,116.650532304019,40.34657320431131,ebf961827b8bd27c8c1a8994
学府花园,密云,23198,https://bj.lianjia.com/xiaoqu/1113308897276530/,学府花园,北京市密云区果园北街,116.81651175644062,40.373412932771146,691305235a4b4b08735e809a
涧桥山,密云,23218,https://bj.lianjia.com/xiaoqu/1111063932831/,涧桥山,北京市密云区园林东路1号院(瑞海姆田园度假村南侧),116.82752176645678,40.362336349544414,680fb703c90cece18bb98875
工商宿舍楼,昌平,23220,https://bj.lianjia.com/xiaoqu/1120032955385683/,南口镇工商宿舍楼,南口镇亭阳路甲1号,116.13171669311761,40.23079832327189,8969f7ca7786ee7128d7ab05
城关北里社区,房山,23228,https://bj.lianjia.com/xiaoqu/1111027376398/,城关北里社区2号楼,北京市房山区城关街道城关北里2号楼,115.98028589544634,39.70547523809287,84f0fd279f6d4d0653e5c58d
好景国际,亦庄开发区,23231,https://bj.lianjia.com/xiaoqu/1111041090961/,好景国际小区,北京市大兴区博兴9路2号,116.49448594262745,39.771499159287764,11a00c0c496bf96a96ca075b
富民新区,密云,23262,https://bj.lianjia.com/xiaoqu/1120030490165653/,富民新区,北京市密云区东鱼市口胡同721号,116.84397167365047,40.37371309991555,925c550f16f3f9b25b3ac89a
泰晤士印象,通州,23275,https://bj.lianjia.com/xiaoqu/1111063684981/,泰晤士印象,北京市通州区泰晤士·印象(政府路南110米),116.83645094045936,39.79681657529237,4503814abcc441a86849f3cf
中国铁建原香漫谷一区,房山,23289,https://bj.lianjia.com/xiaoqu/1120054160179229/,中国铁建原香漫谷一区,北京市房山区兴东大街133号,116.0042529110152,39.71226722222958,6b552a66807259c994f08c82
榆垡新城嘉园D区,大兴,23330,https://bj.lianjia.com/xiaoqu/1120057551603564/,榆垡新城嘉园-D区,北京市大兴区榆文街5号院,116.30537956464194,39.517761790307155,c67b2be55a8c301afa0cade7
西关大宅,昌平,23332,https://bj.lianjia.com/xiaoqu/117689051844760/,西关大宅,北京市昌平区南北庄路45号,116.2074128593146,40.21852491004802,ac469ca61f9f73330aa8d40f
中国铁建原香漫谷三区,房山,23341,https://bj.lianjia.com/xiaoqu/1120054160179230/,中国铁建原香漫谷,北京市房山区德润街中国铁建原香漫谷,116.0028262353889,39.71383869267658,efe1f70cf6d7af4617b54b7d
鸿泽园,密云,23342,https://bj.lianjia.com/xiaoqu/1120030476530248/,鸿泽园,北京市密云区滨河路12号,116.84478234957852,40.38850992404586,08a7b00c15423edd7f29bd33
一品嘉园西区,大兴,23343,https://bj.lianjia.com/xiaoqu/1120046153137921/,一品嘉园,北京市大兴区魏西路1号院,116.40985410223232,39.668735494712024,cdef4edf2aa5de3029d7ab81
中冶蓝城东区,房山,23388,https://bj.lianjia.com/xiaoqu/1111055902990/,中冶蓝城-东区,北京市房山区德润街12号院,116.0064046647895,39.70649641281203,77bf828d1b6a33a71d580077
沙顺路110号院,昌平,23393,https://bj.lianjia.com/xiaoqu/1118198263771165/,沙顺路110号院,北京市昌平区沙顺路110号,116.37290791485852,40.17087729711641,548466aa31f3da77ad31e58c
总政治部良乡干休所,房山,23424,https://bj.lianjia.com/xiaoqu/1111052848980/,良乡工商所,北京市房山区良乡西潞园二里10号,116.12256710936884,39.73228724637266,c1653405ce497479ab175ac6
车站路小区,密云,23432,https://bj.lianjia.com/xiaoqu/1111047822542/,车站路小区,北京市密云区新北路16号,116.84998436398062,40.38672842711079,3c0ea7c5aeead59cfaf0cb9a
燕化星城建德一里,房山,23448,https://bj.lianjia.com/xiaoqu/1111053823749/,燕化星城健德一里,北京市房山区健德中街与紫燕北路交叉口东南侧,116.06033574511567,39.71151167262442,010f239d528f779bad31e594
自然新天地,丰台,23521,https://bj.lianjia.com/xiaoqu/1111027382620/,新天地写字楼,北京市丰台区马家堡东路106号,116.38126969648692,39.83973281762798,1806532b43c83e704f3a5951
双路小区,延庆,23521,https://bj.lianjia.com/xiaoqu/1111046252007/,双路小区,北京市延庆区京张路,115.99581186558422,40.46300224517868,435d7aea7b0c2c355abbbc2a
金燕龙大厦,昌平,23524,https://bj.lianjia.com/xiaoqu/1111027377527/,金燕龙大厦,北京市昌平区昌平路430号,116.31995852864448,40.060495361343825,a17099c00e022136f02d834f
政通路2号院,房山,23525,https://bj.lianjia.com/xiaoqu/1111052985770/,政通路2号院,北京市房山区政通路2号院,116.13919225975039,39.745930855233965,46e86fdd90317c6cd13ce3d6
太平庄东里通尚苑,房山,23531,https://bj.lianjia.com/xiaoqu/1111052687598/,太平庄东里通尚苑,北京市房山区太平庄南路与苏庄大街交叉路口向西北约200米,116.11601017352488,39.73321193474207,a1c36e1dbd3ef38a40afe6b3
饶乐府,房山,23534,https://bj.lianjia.com/xiaoqu/1111055820516/,饶乐府,地铁燕房线,115.99997384721047,39.70020751425344,cfc687b8f76b6b6915a19014
富来宫,昌平,23540,https://bj.lianjia.com/xiaoqu/1111027374279/,富来宫温泉公寓,北京市昌平区马场路与龙脉东路交叉口东北150米,116.39573444357956,40.18145469147571,9eff34db98806779c51e5151
东菜园社区,密云,23578,https://bj.lianjia.com/xiaoqu/1120030492257257/,东菜园小区,970路;郊81路;郊81路区间;密23路;密2路;密2路阁老峪;密2路九松山;密2路娄子峪;密38路;密38路蔡甸东沟;密38路石岩井;密39路;密50路;密51路;密52路环城;密53路;密6路;密8路;密8路白草洼支线;密8路大云峰寺支线;密8路龚庄子支线;密8路石墙沟支线;密8路石墙沟支线区间;密云D1线,116.85523476967077,40.37502720963632,14363f7f15c3aa0dc6effb65
北京城建琨廷北区,房山,23592,https://bj.lianjia.com/xiaoqu/1120054398300992/,北京城建·琨廷-北区,北京市房山区于瓦北路17号院,116.05841576431523,39.67220078897181,737165cf7cc95d64f82213ea
恒盛波尔多小镇南区,大兴,23598,https://bj.lianjia.com/xiaoqu/1111027381649/,波尔多小镇南区,北京市大兴区育镇街32号,116.63002774346995,39.649615621566454,1a9f9d2ab7b2744286330453
华远澜悦,密云,23600,https://bj.lianjia.com/xiaoqu/1111063825160/,华远澜悦,北京市密云区铁西路6号院,116.83605555134021,40.39644097169178,db7c10996e6e5bcaf503b842
月亮湾,顺义,23607,https://bj.lianjia.com/xiaoqu/1111027381880/,月亮湾,X005(张凤路),116.71822755758126,39.835334643556486,8b12998e2fe2cdbad518b776
北关东路,房山,23619,https://bj.lianjia.com/xiaoqu/1111056210780/,北关东路,北京市房山区,116.13708277036588,39.73420161228737,1bc75cf0fb50b53e20022002
瑞明路,昌平,23626,https://bj.lianjia.com/xiaoqu/1111060973373/,瑞明路小区,北京市昌平区瑞明路6号,116.2138427074845,40.21258962043642,31150930cf8b99fddf1e52d7
紫贵御园,平谷,23655,https://bj.lianjia.com/xiaoqu/1111063956572/,紫贵御园,"北京市平谷区马昌营镇密三路管庄路口,南定福东路180号院",117.01854962485402,40.139598981382875,7ae2a7e1ba0068291fe999dd
大雄商业中心,亦庄开发区,23656,https://bj.lianjia.com/xiaoqu/1111027373987/,大雄商业中心,天华园二里二区19号楼,116.48895635139134,39.79843148084374,d0b8923f58ebb8e2b5f42ff5
燕化星城建德二里,房山,23687,https://bj.lianjia.com/xiaoqu/1111027381730/,燕化星城健德二里,北京市房山区京周路南侧星城健德二里,116.05982135724446,39.70782968148093,f43892089320e55cb817e74f
当代商城鼎城,石景山,23692,https://bj.lianjia.com/xiaoqu/1111041179555/,当代商城(鼎城店),北京市石景山区阜石路165号,116.19003509645425,39.92436282001354,6ee0102039a71af652e5c510
万科幸福汇,房山,23712,https://bj.lianjia.com/xiaoqu/1111055947771/,万科幸福汇,北京市房山区大窦路257号,116.0597157007948,39.653257598758934,53a5e88c530361f249fc8da3
果园新里中区,密云,23717,https://bj.lianjia.com/xiaoqu/1113940695010484/,果园新里-中区,北京市密云区西滨河路,116.8266509222479,40.37188755913814,f3c2373c3a5d2352d32dd69a
南口小学教师楼,昌平,23718,https://bj.lianjia.com/xiaoqu/1117656870898636/,南口小学教师楼,北京市昌平区兴隆街(南口镇小学对面),116.12249304736677,40.23503855695249,9e87da082f0ad400eb56fa3d
西潞昊宏家园,房山,23731,https://bj.lianjia.com/xiaoqu/1111052758521/,西潞昊宏家园,北京市房山区西潞南大街4号,116.13072975535931,39.72696405842418,5e53af1a5eb5305f4151c0c6
FCC中央城康泽路,房山,23737,https://bj.lianjia.com/xiaoqu/11000000004659/,FCC中央城,北京市房山区长政南街1号院万科中央城4-1-804(船长码头),116.20684773577297,39.763806757132365,ae1a5ce317b5644bc056aca9
青年南路8号楼,房山,23759,https://bj.lianjia.com/xiaoqu/1111055051072/,青年南路8号楼,北京市房山区青年南路8号楼,115.98581237868375,39.69835866954314,ab316d612413e28d8505bf7a
建鑫园一里,房山,23760,https://bj.lianjia.com/xiaoqu/1111052580112/,建鑫园一里,北京市房山区苏庄中路,116.11536882319915,39.72556020111425,0eb3aa8cd6abd0234107c13b
天恒世界集,大兴,23765,https://bj.lianjia.com/xiaoqu/118283035020329/,天恒世界集,北京市大兴区广平大街星光影视园D座西南240米,116.3519927313409,39.76861943037228,737f8a6b189a157b631809aa
牛栏山恒华西街1号院,顺义,23782,https://bj.lianjia.com/xiaoqu/1111046093731/,恒华西街-1号院,北京市顺义区恒华西街1-2号,116.65051712971243,40.20357028383564,6f56ac4c9e753731f50e7764
石桥东区,密云,23788,https://bj.lianjia.com/xiaoqu/1120030473380072/,石桥(东区),檀营街石桥东区,116.86484679448867,40.38383752094103,39e7131e3ba1edb34354d78b
融城园南区,怀柔,23806,https://bj.lianjia.com/xiaoqu/1118246832762390/,融城园-南区,北京市怀柔区怀长路,116.62807939713892,40.29072012643637,94289c61cfe02d42901fc96b
焦各庄街2号院,顺义,23807,https://bj.lianjia.com/xiaoqu/1111027378313/,焦各庄街2号院,顺义区,116.61231848422216,40.131135451359945,null
美利国际,大兴,23823,https://bj.lianjia.com/xiaoqu/1111027378337/,美利国际大厦,北京市大兴区庑殿路128号,116.43668539851164,39.81316335199224,8edefc4e5860855b081cc7c7
中加锦园,密云,23825,https://bj.lianjia.com/xiaoqu/1120027042127402/,中加锦园,北京市密云区密云镇果园街道园林路2号(密云县公安局),116.82266084892898,40.36480927720491,5c8b392524d99b8540ab9a60
黄辛庄东里,房山,23834,https://bj.lianjia.com/xiaoqu/1111027375408/,黄辛庄东里,北京市房山区广阳西路与行宫东街交叉口西南角,116.14294886846432,39.7538951509657,3f826ed31de59046d1f49ec6
铁路小区,怀柔,23845,https://bj.lianjia.com/xiaoqu/1111046541920/,铁路小区,北京市丰台区莲宝中路与莲花池西路交叉口西南150米,116.2920190984748,39.88637001843152,d2dea14d956ed6bd9fec2b97
惠润家园小区七地块,门头沟,23852,https://bj.lianjia.com/xiaoqu/1111052164243/,惠润家园小区七地块,北京市门头沟区永定桥园路九地块北,116.11549929591301,39.8904032493011,f034fe4e427a55cd6849f312
柏泉庄园雁舞园A区,怀柔,23859,https://bj.lianjia.com/xiaoqu/1120030415716034/,柏泉庄园雁舞园A区,北京市怀柔区雁栖大街55号附近,116.66765608066287,40.364175934217364,d091ee7c0a6116562fe67b0d
新华联慧谷,平谷,23879,https://bj.lianjia.com/xiaoqu/1111063950792/,新华联慧谷,北京市平谷区小屯新路2号院,117.0102681231423,40.064723601549964,ac283fbe6185cda084154172
东方郁金香,朝阳,23880,https://bj.lianjia.com/xiaoqu/1111027376858/,东方郁金香,北京市朝阳区汤立路216号,116.40718307725665,40.04947631557327,aa40108b46254e14c5effbd1
行宫小区,密云,23902,https://bj.lianjia.com/xiaoqu/1120032354400423/,行宫小区(行宫街),北京市密云区行宫小区,116.8582216147725,40.379875642101375,125de557eee559e29868b442
鹊巢公寓,密云,23903,https://bj.lianjia.com/xiaoqu/11000000007021/,果园北街10号鹊巢公寓,北京市密云区果园北街10号,116.81896886806899,40.37372033682746,feeeefb3c55436ddad045796
首城汇景湾（金河北街8号院）,平谷,23913,https://bj.lianjia.com/xiaoqu/1120055563409911/,首城汇景湾,北京市平谷区梨羊路与金河北街交叉路口往西南约100米,116.99723199469544,40.059976516017095,7e6a8933806fef44d618b757
东关家园,房山,23918,https://bj.lianjia.com/xiaoqu/1111053374873/,东关家园(良乡东路),北京市房山区良乡镇东关家园,116.14336344843889,39.73008414036577,a82353fb3d8c25799122e02c
幸福东园2号院,怀柔,23922,https://bj.lianjia.com/xiaoqu/1120053995517680/,幸福东园-2号院,北京市怀柔区幸福大街与裕华路交叉路口往西北约50米,116.70208884014599,40.32505018165841,4f627bf5ea1b7cc8c7f025b7
一品嘉园,大兴,23957,https://bj.lianjia.com/xiaoqu/1111027381935/,一品嘉园,北京市大兴区魏西路1号院,116.40985410223232,39.668735494712024,cdef4edf2aa5de3029d7ab81
北源里,密云,23991,https://bj.lianjia.com/xiaoqu/1120025429666657/,北源里,北京市密云区新中街5号,116.84710336318179,40.38310876406091,75d0881af8941f333a04b168
石泉砖厂A2区,门头沟,24000,https://bj.lianjia.com/xiaoqu/1111053030757/,石泉砖厂A5区,龙门新区A5小区,116.06961841313046,39.94122193947489,c5abf157b4f8aa708d7727f5
天恒旭辉7号院,大兴,24007,https://bj.lianjia.com/xiaoqu/1114577281020252/,天恒旭辉7号院,北京市大兴区隆平大街与幸福路交叉路口往西北约240米,116.29676419753145,39.63307374174106,0a4ce8c7f7f8f7ab8505bf44
花园小区,密云,24009,https://bj.lianjia.com/xiaoqu/1114057156415176/,花园小区,北京市密云区区密云鼓楼东大街与新东路交叉路口西南角(密东广场南侧),116.84903064511202,40.37296832036339,8fd5cc264845a6509d82ea29
北京理工大学家属楼,房山,24020,https://bj.lianjia.com/xiaoqu/1115572238634662/,北京理工大学-家属楼,北京市海淀区中关村南大街5号北京理工大学,116.30995040544632,39.961050001981626,2703948418fff126b0077da5
沿湖小区,密云,24039,https://bj.lianjia.com/xiaoqu/1111046862612/,沿湖小区,北京市密云区新北路(密云区委老干部局南侧),116.8452706454024,40.38517390239931,4420764672eeba6bdfee8b9a
工商局家属楼,密云,24051,https://bj.lianjia.com/xiaoqu/11000000007916/,工商局家属院西南区-北门,北京市昌平区煤市口胡同甲4号,116.22638797790114,40.214915358300864,e3fa76c24a1556b64d776ee0
财满街财经中心,朝阳,24109,https://bj.lianjia.com/xiaoqu/1111027376490/,财满街财经中心-1号楼,北京市朝阳区朝阳路69号院1号,116.52624873986417,39.91631063732851,055064b2b780bd410782c229
天恒摩墅,房山,24125,https://bj.lianjia.com/xiaoqu/1113198039200752/,天恒摩墅,房山周口店镇政府东,115.9507423559052,39.67958491266655,57e5f1fb25c1ca92c156ac9c
康馨雅苑北区,密云,24129,https://bj.lianjia.com/xiaoqu/1111046316932/,康馨雅苑-北区,北京市密云区康馨雅苑27号楼,116.81965337175426,40.37607909701024,9c0d66917fe76c59220262c5
康安小区,延庆,24139,https://bj.lianjia.com/xiaoqu/1120030633951168/,康安小区,北京市延庆区延康路,115.96242586411032,40.45490476767419,925c550f1143f8b25a3ac82a
行宫东区,密云,24158,https://bj.lianjia.com/xiaoqu/1120030494360336/,行宫东区,北京市密云区檀西路与长城环岛交叉口西北150米,116.85918663920441,40.376920183251805,0ed20a1533e6649756bfff9a
中加福园,密云,24160,https://bj.lianjia.com/xiaoqu/1120030518600032/,中加福园,北京市密云区兴盛北路13号院,116.80456589217289,40.368922706057845,1e98b3e7787766019d82ea18
顺鑫澜庭,顺义,24197,https://bj.lianjia.com/xiaoqu/1111027379613/,顺鑫澜庭,北京市顺义区北门外大街27号,116.81651184750903,40.16054750329389,6ed3083a41e3e9b72a3a9f88
兴隆街,昌平,24205,https://bj.lianjia.com/xiaoqu/1120023115458781/,兴隆街,北京市朝阳区,116.52338427642184,39.911651723937474,415212db8bb717f04d776e8e
潭柘新区8号院,门头沟,24216,https://bj.lianjia.com/xiaoqu/1110181924630795/,潭柘新区-8号院,北京市门头沟区潭柘新区8号院(潭柘东三路南),116.05226379664714,39.88143920543344,526da5d6bd6a721cddee8b65
板桥南街8号院,顺义,24221,https://bj.lianjia.com/xiaoqu/1120036426463293/,null,null,null,null,null
中冶蓝城西区,房山,24231,https://bj.lianjia.com/xiaoqu/1120030862647146/,中冶·蓝城西区,北京市房山区德润街11号院,116.00446967471339,39.706007458585724,2c5037eba2fe97251811d578
IN北京,通州,24238,https://bj.lianjia.com/xiaoqu/1111041152197/,IN北京,通28路,116.56873621089372,39.76499768841382,9ac8deb38d3dcc7a276e986c
恒盛波尔多小镇北区,大兴,24265,https://bj.lianjia.com/xiaoqu/1120050829365598/,恒盛·波尔多小镇-北区,北京市大兴区育镇街31号院,116.62851071235433,39.65119919071821,6c3e6ddadd7108b100ec0160
潭柘新区6号院,门头沟,24278,https://bj.lianjia.com/xiaoqu/1110208177826977/,潭柘新区6号院,潭柘新区6号院,116.04918446617079,39.8830592791341,cca980091fd6a6b37dc876b1
裕华园一区,怀柔,24288,https://bj.lianjia.com/xiaoqu/11000000005586/,裕华园-一区,北房镇龙芸路,116.7062424921307,40.32197114130484,6e5d4806da7c5da90f0e6bcd
天籁轩,朝阳,24290,https://bj.lianjia.com/xiaoqu/1111027379910/,天籁.轩,北京市朝阳区双柳北街39号,116.56095505171398,39.90441515899257,34f68ab05ae5b1748e55ecbe
林海园,大兴,24290,https://bj.lianjia.com/xiaoqu/1111027377888/,林海园,林海园,116.3410247548603,39.70902098663951,34059f97e02f925471455bfa
门矿西山楼,门头沟,24292,https://bj.lianjia.com/xiaoqu/1111062305086/,门矿西山楼,北京市门头沟区西山街6号附近,116.06379215048712,39.93694918244444,82b0af4c2a2c58ccd8d891a5
T3空间,顺义,24315,https://bj.lianjia.com/xiaoqu/1111063589326/,T3空间,北京市顺义区高丽营镇火寺路与顺沙路交汇向北150米路西,116.54648809358412,40.14685435356763,f75a355cc3f7c696f5c59cd5
安乐馨居,怀柔,24343,https://bj.lianjia.com/xiaoqu/11000000007821/,安乐馨居,北京市怀柔区兴盛路与前进路交叉口西南100米,116.69023866496114,40.292113607141815,d4e113f9985fc6642eb90875
东鱼市口胡同,密云,24348,https://bj.lianjia.com/xiaoqu/1120030467095026/,东鱼市口胡同,北京市密云区,116.8437049623066,40.37299349032204,eaa447e71cae2b60b31e36cd
当代北辰悦MOMA,顺义,24355,https://bj.lianjia.com/xiaoqu/1111063725857/,当代北辰悦MOMA,北京市顺义区卧龙环岛西南侧(顺沙路与顺白路交汇处),116.63071442683523,40.136113453615756,e2c776cdb38d021fe91e97e4
行宫御东园,密云,24356,https://bj.lianjia.com/xiaoqu/1111063813588/,行宫御东园,北京市密云区行宫街48号,116.8580379695552,40.38643792749866,271be6538f37ba975cbe86b5
西山枫景苑,门头沟,24360,https://bj.lianjia.com/xiaoqu/1111062306057/,西山枫景苑,北京市门头沟区军温路87号,116.0971437855997,40.026939238098365,fe80e7950cc65a31c51e514e
怡安园小区,怀柔,24380,https://bj.lianjia.com/xiaoqu/1111046548693/,怡安园小区,北京市怀柔区京密路与怀长路交叉口东南角,116.63944436414222,40.28975190758028,3da2d686cdb910e5badf8f7d
沙河镇踩河新村,昌平,24384,https://bj.lianjia.com/xiaoqu/1111041091518/,踩河新村,北京市昌平区X006(满白路),116.24003314117985,40.14402593325479,efb38cc98ebbbcb36b49f35a
南关东路,房山,24398,https://bj.lianjia.com/xiaoqu/1111052211899/,南关东路,北京市房山区,116.13866333669795,39.725185582978376,9973ce204d3b1e9b9968b460
月华小区,房山,24429,https://bj.lianjia.com/xiaoqu/1111052843044/,月华小区,北京市房山区良乡西路19号,116.11964637523191,39.73046603552229,43b7e8897c969e1458f6bec9
懿品府小区,密云,24440,https://bj.lianjia.com/xiaoqu/1111046095218/,懿品府小区,北京市密云区果园街道9号院,116.8244768006245,40.364611504000024,0b7019d2e28de8b67402698b
溪水雅地尚著,密云,24441,https://bj.lianjia.com/xiaoqu/1120053942075707/,溪水雅地,"密云区新密顺路白河东侧,密云镇兴苑北区南100米青少年宫旁",116.83294508815071,40.36311681339701,3c58d0e89cd9970ad12dd6bf
华远西红世商业,大兴,24481,https://bj.lianjia.com/xiaoqu/118235209732479/,华远西红世商业,北京市大兴区广平大街和金西路交叉口(西红门星光视界中心对面),116.35152822885952,39.769932287873985,9f285ba5f55e1de07adbd29f
鼓楼东大街36号院,密云,24506,https://bj.lianjia.com/xiaoqu/1120055431266442/,鼓楼东大街36号院,密云区,116.84081733582919,40.37465789029506,null
南农家园,昌平,24509,https://bj.lianjia.com/xiaoqu/1111027378569/,南农家园,"北京市昌平区南口农场,温南路西",116.10938397032372,40.20943352542029,f9fd6062e9818b1f0f0e6b64
时尚家园,房山,24530,https://bj.lianjia.com/xiaoqu/1111027379549/,时尚家园,北京市房山区良乡街道月华大街8号,116.13152747897374,39.73846342195862,9b0585c0c1779815adb22ab0
富乐大街,怀柔,24541,https://bj.lianjia.com/xiaoqu/11000000007776/,富乐大街,北京市怀柔区,116.63893718927457,40.34027813644653,481c5b7d2e2bce8caa059d2b
创兴公寓,大兴,24551,https://bj.lianjia.com/xiaoqu/1111027376620/,创兴公寓,北京市大兴区黄村镇兴政街甲12号,116.33701854550496,39.72574044109171,73bba8b3d74185c1220262b1
石景山万达广场,石景山,24553,https://bj.lianjia.com/xiaoqu/1111027380172/,万达广场(北京石景山店),北京市石景山区石景山路乙18号,116.21923767013924,39.905189465339056,4216790074d9e0ca6849f313
南口镇南大街,昌平,24567,https://bj.lianjia.com/xiaoqu/1111062314453/,南大街-4号楼,北京市昌平区马庄温南路南口镇小学西南200米,116.1196809490275,40.233184918769666,24a05367af80db67631c6785
昊天温泉家园,房山,24577,https://bj.lianjia.com/xiaoqu/1111027375323/,昊天温泉家园,北京市房山区昊天大街114号,116.14339660228262,39.73355953510898,d0b8923f59deb9e2b5f42fc6
柏林山水,密云,24582,https://bj.lianjia.com/xiaoqu/1111046229115/,柏林山水,北京市密云区阳光街388号院,116.8616647655423,40.36959966734329,36bfaf66cd1bfb6a5d0d0218
燕语华庭,密云,24596,https://bj.lianjia.com/xiaoqu/1114279809970915/,燕语华庭,北京市密云区车站路12号,116.85393136755754,40.39336840308051,e96b4420774db75983288a9a
鹿牌家园小区,昌平,24608,https://bj.lianjia.com/xiaoqu/1111042946352/,鹿牌家园小区,北京市昌平区南口镇东大街22号,116.13223855525521,40.23920101638632,9ee7cc78f1a3bc7016c90567
新东关南里社区,房山,24628,https://bj.lianjia.com/xiaoqu/1111055765172/,新东关南里社区,北京市房山区城关街道,115.97999911999263,39.692424855610525,cc6eb4272e79147463685881
首城汇景湾（梨羊路5号院）,平谷,24637,https://bj.lianjia.com/xiaoqu/1120055563409999/,首城汇景湾-东门,北京市平谷区梨羊路5号院,116.99785247382434,40.059877840533375,0f4516ff9e0a5d44740269c4
都会国际,朝阳,24642,https://bj.lianjia.com/xiaoqu/1111027376912/,都会国际,北京市朝阳区朝阳路辅路,116.49561321668932,39.91390836451015,778d45132cd08ed9f7eafc8f
宇达创意中心,朝阳,24658,https://bj.lianjia.com/xiaoqu/1111046493542/,宇达创意中心,北京市朝阳区久文路6号院,116.57424491901821,39.86921859227298,835b5d6070d72439f7e73b3e
新城嘉园,大兴,24669,https://bj.lianjia.com/xiaoqu/1114641579699969/,新城嘉园,北京市通州区云景东里108号,116.66485260692666,39.878773234665054,6422a5452e6f5e06f02d831e
龙山跃,昌平,24674,https://bj.lianjia.com/xiaoqu/1111046824670/,龙山跃,北京市昌平区凉水河路1号,116.22742981583598,40.19850467910217,fbd3709abcaf8a39ad31e5cf
水泥机械厂宿舍,昌平,24681,https://bj.lianjia.com/xiaoqu/1111100070014/,水泥机械厂宿舍,北京市昌平区南口镇南大街工商管理学院东,116.11967590382808,40.23313600714476,473822b5b473aca4246e9876
